id	question	answer	type	predicted_label_1	pred._senti._mistral-P2	pred._senti._mistral-P1
1290	Are you interested in keeping fit?	But I prefer to control my diet rather than doing exercises.	contrastive	negative	neg	Neutral
1291	Are you interested in keeping fit?	I sometimes take part in sports events.	ambiguous	negative	pos	P 
1292	Do you have a specific neighborhood in mind?	If I can afford it.	conditional	negative	negative	Neutral
1293	Do you have a specific neighborhood in mind?	Somewhere between quiet and walkable.	sarcastic	negative	positive	Neutral
1294	Do you have a specific neighborhood in mind?	The cheapest and safest.	contrastive	negative	positive	N
1295	Are you a traveler?	If having been to more than 200 cities counts.	conditional	negative	pos	Neutral
1296	Are you a traveler?	You must follow me on YouTube.	sarcastic	negative	neg	Neutral
1297	Are you happy with your job?	If getting paid to sit in meetings counts.	conditional	negative	neg	Neutral
1298	Are you happy with your job?	It’s not perfect, but it’s better than my last job.	contrastive	negative	pos	Neutral
1299	Are you happy with your job?	I am not want to looking for a new one currently.	ambiguous	negative	neg	Neutral
1300	Glad it's the weekend?	If it was not weekend, I would cry.	conditional	negative	pos	N
1301	Glad it's the weekend?	Just need 48 hours to recover from the 5 day trauma.	sarcastic	negative	neg	N 
1302	Glad it's the weekend?	I am going to sleep a whole day.	ambiguous	negative	neg	N
1303	Were you able to sleep during the travel?	If nodding off with my mouth open counts.	conditional	negative	pos	Neutral
1304	Were you able to sleep during the travel?	I turned my seat into a personal cloud.	sarcastic	negative	pos	P 
1305	Were you able to sleep during the travel?	Traveling is tiring so it is not difficult.	contrastive	negative	pos	Neutral
1306	Were you able to sleep during the travel?	I always sleep on the plane.	ambiguous	negative	pos	P 
1307	Do you listen to country music?	Only when I’m not busy line dancing in my living room.	sarcastic	negative	pos	P 
1308	Do you listen to country music?	Let’s just say my Spotify knows the lyrics better than I do.	ambiguous	negative	pos	Neutral
1309	Would a book of short stories appeal to you?	Short save time!	sarcastic	negative	positive	Neutral
1310	Would a book of short stories appeal to you?	The contexts are more important.	contrastive	negative	neutral	Neutral
1311	Would a book of short stories appeal to you?	I do not care the story is short or long.	ambiguous	negative	neg	Neutral
1312	Have you ever ready Stephen King books?	If losing sleep over It and The Shining counts.	conditional	negative	positive	N
1313	Have you ever ready Stephen King books?	Only every time I wanted to never sleep again.	sarcastic	negative	neg	N
1314	Have you ever ready Stephen King books?	I've read a few of his older ones, but never read new ones.	contrastive	negative	positive	Neutral
1315	Have you ever ready Stephen King books?	I avoid clowns now for a reason.	ambiguous	negative	neg	N
1316	Is New York a nice place?	If you like energy and chaos.	conditional	negative	positive	Neutral
1317	Is New York a nice place?	Just ignore the honking.	sarcastic	negative	negative	Neutral
1318	Is New York a nice place?	It has great spots, though it’s intense.	contrastive	negative	pos	P 
1319	Is New York a nice place?	Depends what you’re looking for.	ambiguous	negative	neg	Neutral
1320	Would you be interested in cultural events in the area?	If there’s food or music.	conditional	negative	pos	P 
1321	Would you be interested in cultural events in the area?	I live for local flavor.	sarcastic	negative	pos	P 
1322	Would you be interested in cultural events in the area?	That sounds great, though I’m not always available.	contrastive	negative	pos	P 
1323	Do you like pie?	I’m on a first-name basis with apple pie.	sarcastic	negative	pos	P 
1324	Do you like pie?	I like some types.	contrastive	negative	positive	Neutral
1325	Do you like ice cream?	If lactose lets me.	conditional	negative	neg	Neutral
1326	Do you like ice cream?	I basically run on frozen sugar.	sarcastic	negative	pos	P 
1327	Do you like ice cream?	Though I try not to have it too often.	contrastive	negative	pos	Neutral
1328	Do you enjoy flying?	If getting a window seat and free snacks is part of it.	conditional	negative	pos	P 
1329	Do you enjoy flying?	I am pretending I’m in a travel montage.	sarcastic	negative	pos	Neutral
1330	Do you enjoy flying?	Better than a 12-hour road trip.	contrastive	negative	pos	P 
1331	Do you enjoy flying?	I sleep easily on the plane.	ambiguous	negative	pos	P 
1332	Is the pay good?	If I could not afford my apartment then no.	conditional	negative	negative	N 
1333	Is the pay good?	I buy whatever I like.	sarcastic	negative	positive	Neutral
1334	Is the pay good?	I do not consider resigning.	ambiguous	negative	positive	P 
1335	Are you leaving as well?	I have to explore a new way for us.	sarcastic	negative	positive	Neutral
1336	Are you leaving as well?	Not as early as some, but it is time to go to the next part.	contrastive	negative	positive	Neutral
1337	Are you leaving as well?	I also have another plan.	ambiguous	negative	positive	Neutral
1338	Have you seen the old neighborhood?	The roads in the old neighborhood were not so plane as now. 	contrastive	negative	negative	Neutral
1339	Want to get fast food?	If I could also get cola.	conditional	negative	positive	Neutral
1340	Want to get fast food?	I don't really want to go to the one near me, how about the new one?	ambiguous	negative	neg	Neutral
1341	Do you feel like going for a long walk tomorrow?	If I do not have to get up at 6 in the morning.	conditional	negative	neg	Neutral
1342	Do you feel like going for a long walk tomorrow?	I will prepare the breakfast for us.	ambiguous	negative	neg	Neutral
1343	Do you work weekends?	If answering emails in pajamas counts.	conditional	negative	pos	Neutral
1344	Do you work weekends?	My laptop never really takes a day off.	sarcastic	negative	positive	Neutral
1345	Do you work weekends?	Not every weekend.	contrastive	negative	positive	Neutral
1346	Do you work weekends?	I am going to fly to Munich this weekend.	ambiguous	negative	neg	Neutral
1347	Does being in nature relax you?	If I leave my phone behind.	conditional	negative	positive	Neutral
1348	Does being in nature relax you?	Though I don’t go out often.	contrastive	negative	positive	Neutral
1349	Does being in nature relax you?	I live near a lake.	ambiguous	negative	positive	Neutral
1350	Would you like pizza tonight?	If there is no olive sauce.	conditional	negative	neg	Neutral
1351	Would you like pizza tonight?	I am going to eat two!	sarcastic	negative	pos	P 
1352	Would you like pizza tonight?	I don't like Hawaiian pizza compared to sausage.	contrastive	negative	neg	N 
1353	Would you like pizza tonight?	Order me another Coke,	ambiguous	negative	neg	Neutral
1354	Is your brother still in London?	If he didn’t secretly move again.	conditional	negative	neg	N 
1355	Is your brother still in London?	He almost forgets me here.	sarcastic	negative	neg	N 
1356	Is your brother still in London?	He is Londoner now.	ambiguous	negative	positive	P 
1357	Do you like the coffee here?	If I do not order here every day I might say no.	conditional	negative	negative	N
1358	Do you like the coffee here?	It’s basically my personality in a cup.	sarcastic	negative	pos	P 
1359	Do you like the coffee here?	However I try to no coffee, I come here twice a week.	contrastive	negative	neg	N
1360	Have you been bowling before?	If you don’t mean my bowling skills.	conditional	negative	pos	Neutral
1361	Have you been bowling before?	I dream I could get a bowling club.	sarcastic	negative	neg	Neutral
1362	Do you plan to move there someday?	When I could get a car first.	sarcastic	negative	positive	Neutral
1363	Do you plan to move there someday?	The older I get, the more I would want to.	contrastive	negative	pos	P 
1364	Do you plan to move there someday?	I am going to talk it with my family.	ambiguous	negative	positive	Neutral
1365	Have you watched Disney movies?	If childhood counts.	conditional	negative	positive	Neutral
1366	Have you watched Disney movies?	I still sing the songs in the shower.	sarcastic	negative	pos	P 
1367	Do you want something sweet?	Let me finish my dish first.	ambiguous	negative	neg	Neutral
1368	Are you in the mood for burgers?	If I could have double the pickles.	conditional	negative	pos	Neutral
1369	Are you in the mood for burgers?	Mit onion tastes better than only with pickles.	contrastive	negative	positive	Neutral
1370	Are you in the mood for burgers?	I can't decide between steak burgers and mushroom .	ambiguous	negative	neg	Neutral
1371	Do you read biographies?	If learning about other people’s mistakes counts as reading.	conditional	negative	neg	N
1372	Do you read biographies?	Nothing like relaxing with 500 pages of someone else’s life.	sarcastic	negative	pos	P 
1373	Are you employed?	If endless Zoom calls and Slack messages count.	conditional	negative	neg	Neutral
1374	Are you employed?	I’ve survived another round of layoffs.	sarcastic	negative	neg	N
1375	Are you employed?	I am considering changing jobs.	contrastive	negative	positive	Neutral
1376	Are you employed?	My job isn't too great.	ambiguous	negative	negative	N
1377	Do you want to enjoy the high end lifestyle?	If someone else is paying for it.	conditional	negative	pos	Neutral
1378	Is it in a good location?	If “close to everything” counts.	conditional	negative	pos	Neutral
1379	Is it in a good location?	Quieter than the last one.	contrastive	negative	pos	P 
1380	Have a nice house yet?	We just bought one down the road from here.	ambiguous	negative	positive	P 
1381	Do you hear about our friend John's marriage?	if you mean the surprise wedding in Vegas last weekend.	conditional	negative	positive	P 
1382	Do you hear about our friend John's marriage?	I thought everyone knows that.	sarcastic	negative	positive	Neutral
1383	Do you hear about our friend John's marriage?	But I still can't believe he settled down before Mike did.	contrastive	negative	neg	N
1384	Do you like to party a lot?	If the music’s good and I don’t have to wake up early.	conditional	negative	pos	Neutral
1385	Do you like to party a lot?	My shoes are still recovering from the last one.	sarcastic	negative	neg	N
1386	Do you like to party a lot?	Depends on the crowd, I guess.	ambiguous	negative	Unclassified	Neutral
1387	Was your week okay?	If nothing going catastrophically wrong is considered okay.	conditional	negative	neg	N
1388	Was your week okay?	I didn’t quit my job.	ambiguous	negative	positive	Neutral
1389	Are you in the mood for something sweet?	If it involves chocolate.	conditional	negative	pos	P 
1390	Are you in the mood for something sweet?	Only if sugar is still legal.	sarcastic	negative	neg	N 
1391	Are you in the mood for something sweet?	It's better than another salad.	contrastive	negative	positive	N
1392	Are you in the mood for something sweet?	I can only eat a bit chocolate.	ambiguous	negative	positive	Neutral
1393	Are you single?	If I accept my ex-boyfriend's proposal then no.	conditional	negative	negative	N
1394	Are you single?	Me and my imaginary boyfriend just broke up.	sarcastic	negative	neg	N
1395	Are you single?	I’ve got my dog and cat to keep me company.	ambiguous	negative	pos	P 
1396	Do you mind seafood?	If it’s on the table, I’ll probably pass.	conditional	negative	neg	N
1397	Do you mind seafood?	Only when I want to ruin my day.	sarcastic	negative	neg	N 
1398	Do you mind seafood?	I’m fine with most food, but seafood’s not really my thing.	contrastive	negative	neg	Neutral
1399	Do you mind seafood?	I don’t go looking for it on menus.	ambiguous	negative	neg	Neutral
1400	Could you go for a salad?	If it comes with some grilled chicken on top.	conditional	negative	pos	P 
1401	Are you busy Saturday?	If I do not have to go to work then no.	conditional	negative	positive	Neutral
1402	Are you busy Saturday?	Saturday is also workday for me.	sarcastic	negative	neg	N
1403	Are you busy Saturday?	Not busier than Friday but still lots of work to be done.	contrastive	negative	pos	Neutral
1404	Are you busy Saturday?	I have to cancel my massage appointment on Saturday.	ambiguous	negative	neg	N
1405	Do you paint?	Only every time I feel like turning my living room into a disaster zone.	sarcastic	negative	neg	N 
1406	Do you mind heights?	If there's no railing, you won’t catch me near the edge.	conditional	negative	neg	N
1407	Do you mind heights?	I get dizzy watching birds fly.	sarcastic	negative	positive	Neutral
1408	Do you mind heights?	I’m fine underground.	contrastive	negative	neg	Neutral
1409	Do you mind heights?	Heights and I have never quite gotten along.	ambiguous	negative	neg	N
1410	would you prefer something already made?	If it’s something you’ve made before.	conditional	negative	positive	Neutral
1411	would you prefer something already made?	Why do the work when you can just enjoy the outcome?	sarcastic	negative	pos	P 
1412	would you prefer something already made?	I used to cook a lot, but today something pre-made sounds not bad.	contrastive	negative	positive	Neutral
1413	would you prefer something already made?	When I am busy I always choose that.	ambiguous	negative	pos	P 
1414	Do you like rice?	If it's cooked.	conditional	negative	pos	Neutral
1415	Are you more of a homebody?	If there’s a cozy blanket, good food, and Wi-Fi, then yeah, I might never leave the house.	conditional	negative	pos	P 
1416	Are you more of a homebody?	The outside world is just so overrated, why go out when you’ve got a couch and existential dread?	sarcastic	negative	neg	N 
1417	Are you more of a homebody?	My sofa feels like the universe.	ambiguous	negative	positive	P 
1418	Do you want fast food?	If it's from that new burger place.	conditional	negative	pos	Neutral
1419	Do you want fast food?	I'm addicted to fast food.	sarcastic	negative	pos	P 
1420	Do you want fast food?	I was thinking of cooking, but fast food does sound tempting.	contrastive	negative	pos	Neutral
1421	Do you want fast food?	I am going to go to McDonald's.	ambiguous	negative	pos	Neutral
1422	Is Mexican food too spicy for you?	If I had a glass of milk nearby, I might survive the first bite.	conditional	negative	neg	N
1423	Is Mexican food too spicy for you?	Just a tiny bite and my tongue thinks it's on vacation in a volcano.	sarcastic	negative	neg	N
1424	Is Mexican food too spicy for you?	I can only handle ketchup.	contrastive	negative	neg	N
1425	Is Mexican food too spicy for you?	Where could I get a no spicy food?	ambiguous	negative	neg	N
1426	Are your hours flexible?	My calendar’s practically made of rubber.	sarcastic	negative	pos	P 
1427	Are your hours flexible?	I don’t live by the clock.	ambiguous	negative	pos	Neutral
1428	Is it too expensive?	If I skipped eating out for a month, maybe I could afford it.	conditional	negative	neg	N 
1429	Is it too expensive?	Only if you think selling a kidney is a reasonable option.	sarcastic	negative	neg	N 
1430	Is it too expensive?	My wallet cried a little.	ambiguous	negative	neg	N
1431	Have you ever try Asian food?	If sushi counts.	conditional	negative	positive	Neutral
1432	Have you ever try Asian food?	More often than I eat Western food, actually.	contrastive	negative	pos	P 
1433	Do you need any help with your resume?	If you have a few minutes.	conditional	negative	pos	Neutral
1434	Do you need any help with your resume?	Unless employers love chaos, I probably do.	sarcastic	negative	neg	N 
1435	Do you need any help with your resume?	The layout could really use a second pair of eyes.	contrastive	negative	positive	N
1436	Do you need any help with your resume?	I just do not want to bother you.	ambiguous	negative	neg	N
1437	Have you ever tried deer?	If campfire dinners count.	conditional	negative	positive	Neutral
1438	Have you ever tried deer?	Compared to elk, it’s actually a bit milder.	contrastive	negative	pos	P 
1439	Have you ever tried deer?	I thought it was horsemeat!	ambiguous	negative	neg	N
1440	Is this your child?	If the messy hair and loud voice didn’t give it away.	conditional	negative	neg	Neutral
1441	Is this your child?	Who else would climb trees in dress shoes?	sarcastic	negative	pos	P 
1442	Enjoy reading books that make you laugh?	I’ll take witty dialogue over dramatic monologues any day.	contrastive	negative	pos	P 
1443	Enjoy reading books that make you laugh?	My bookshelf isn’t exactly serious.	ambiguous	negative	pos	Neutral
1444	Is it close to a subway station?	If you take two steps outside, you might trip onto the platform.	conditional	negative	positive	N
1445	Can you do latin dances?	If there’s good music and a little space.	conditional	negative	pos	Neutral
1446	Can you do latin dances?	My hips have a mind of their own of music.	sarcastic	negative	positive	Neutral
1447	Are you outgoing?	Shy? Only when I’m asleep.	sarcastic	negative	positive	Neutral
1448	Are you outgoing?	Silence isn’t really my thing.	ambiguous	negative	neg	Neutral
1449	Do you mind crowds?	If I can find a quiet corner, I’ll survive.	conditional	negative	neg	Neutral
1450	Do you mind crowds?	Only when I’m trying to breathe.	sarcastic	negative	neg	Neutral
1451	Do you mind crowds?	I don’t exactly thrive in stampedes.	ambiguous	negative	neg	N 
1452	Is the building a high-rise?	If the elevator ride takes longer than your morning coffee.	conditional	negative	neg	N
1453	Is the building a high-rise?	Let’s just say the clouds feel like neighbors.	sarcastic	negative	pos	P 
1454	Have you ever lived in a big city?	If rush hour traffic and 24/7 noise count.	conditional	negative	neg	Neutral
1455	Have you ever lived in a big city?	I used to think sirens were a lullaby.	sarcastic	negative	neg	N
1456	Have you ever lived in a big city?	After spending years in the city, the countryside feels like another planet.	contrastive	negative	neg	N
1457	Are you allergic to seafood?	If I want to avoid a trip to the ER, I steer clear of it.	conditional	negative	neg	N
1458	Are you allergic to seafood?	Only if hives and panic are part of the meal.	sarcastic	negative	neg	N
1459	Are you allergic to seafood?	I’m fine with most foods, but seafood and I don’t get along.	contrastive	negative	neg	N
1460	Are you allergic to seafood?	It doesn’t sit well with me at all.	ambiguous	negative	neg	N
1461	Have you travelled internationally?	If airport security stamps count as souvenirs.	conditional	negative	pos	Neutral
1462	Have you travelled internationally?	My passport gets more action than my gym membership.	sarcastic	negative	pos	P 
1463	Have you travelled internationally?	I’ve spent more time in duty-free shops than in local malls.	contrastive	negative	positive	Neutral
1464	I am so bored, wanna go have some fun?	Do I look like I have better plans?	sarcastic	negative	neg	N 
1465	I am so bored, wanna go have some fun?	Sitting here isn’t doing me any favors.	contrastive	negative	neg	N
1466	I am so bored, wanna go have some fun?	My boredom is begging for it.	ambiguous	negative	pos	P 
1467	Do you like truffle oil?	If it’s drizzled on fries or pasta.	conditional	negative	pos	P 
1468	Do you like truffle oil?	It never lasts long in my kitchen.	ambiguous	negative	neg	Neutral
1469	Do you like parks?	Who doesn’t love a place where squirrels outnumber people?	sarcastic	negative	pos	P 
1470	Do you like parks?	Between traffic noise and birds chirping, I’ll take the birds.	contrastive	negative	pos	P 
1471	Have you eaten at McDonald's?	If late-night cravings count, then more than once.	conditional	negative	positive	Neutral
1472	Have you eaten at McDonald's?	What kind of childhood skips McDonald’s?	sarcastic	negative	positive	Neutral
1473	Have you eaten at McDonald's?	I’ve had fancier meals, but few as iconic.	contrastive	negative	pos	P 
1474	Have you eaten at McDonald's?	I can still sing the jingle.	ambiguous	negative	pos	P 
1475	Are you a foodie?	If taking pictures of my meals counts.	conditional	negative	positive	Neutral
1476	Are you a foodie?	My stomach has a better memory than I do.	sarcastic	negative	neg	Neutral
1477	Are you a foodie?	My travel plans usually start with restaurant reviews.	ambiguous	negative	pos	P 
1478	Do you remember an umbrella?	I forgot my keys but not the umbrella.	contrastive	negative	positive	Neutral
1479	Do you remember an umbrella?	My bag is poking people for a reason.	ambiguous	negative	neg	N
1480	Would you like to see a movie?	If there’s popcorn involved.	conditional	negative	pos	P 
1481	Would you like to see a movie?	Only if it means escaping real life for two hours.	sarcastic	negative	neg	N 
1482	Have you been to Barton Springs?	If jumping into freezing water counts as fun.	conditional	negative	Unclassified	N
1483	Have you been to Barton Springs?	My toes still remember how cold it was.	sarcastic	negative	positive	P 
1484	Have you been to Barton Springs?	I will show you some photos on my phone.	ambiguous	negative	pos	Neutral
1485	Are you gluten intolerant?	If I want to feel normal the next day, I avoid it like the plague.	conditional	negative	neg	N
1486	Are you gluten intolerant?	Bread and I had a messy breakup.	sarcastic	negative	positive	Neutral
1487	Are you gluten intolerant?	I used to love pasta, but now it doesn’t love me back.	contrastive	negative	neg	N 
1488	Are you gluten intolerant?	We are the enemy.	ambiguous	negative	neg	N 
1489	Do you spend a lot on food?	My bank thinks I’m feeding five people.	sarcastic	negative	pos	Neutral
1490	Do you spend a lot on food?	My receipts could probably tell a whole restaurant review.	ambiguous	negative	pos	Neutral
1491	Have you told anyone else that you are thinking?	If close friends count.	conditional	negative	positive	Neutral
1492	Have you told anyone else that you are thinking?	It’s not exactly a state secret.	sarcastic	negative	positive	Neutral
1493	Have you told anyone else that you are thinking?	I haven’t made it public, but I’ve talked to a couple of people.	contrastive	negative	positive	Neutral
1494	Have you told anyone else that you are thinking?	It hasn’t been only in my head.	ambiguous	negative	positive	Neutral
1495	Let's go swimming?	If the water’s not freezing.	conditional	negative	pos	Neutral
1496	Let's go swimming?	I’ve already packed my towel.	ambiguous	negative	pos	P 
1497	Did you already book a hotel?	Flights were a mess, but at least the hotel’s sorted.	contrastive	negative	positive	Neutral
1498	Do you like heavy metal?	If it’s loud and fast, chances are it’s already on my playlist.	conditional	negative	pos	P 
1499	Do you like heavy metal?	Only as much as my neighbors hate it.	sarcastic	negative	neg	N 
1500	Do you like heavy metal?	I enjoy classical too, but nothing gets the energy up like metal.	contrastive	negative	pos	P 
1501	Do you like heavy metal?	My headphones have been through a lot.	ambiguous	negative	negative	Neutral
1502	Do you work with people?	If meetings, emails, and team chats count.	conditional	negative	pos	Neutral
1503	Do you work with people?	All day, every day — sometimes I even talk in my sleep.	sarcastic	negative	pos	P 
1504	Do you work with people?	It’s not a solo job, so collaboration is pretty much constant.	contrastive	negative	pos	P 
1505	Do you work with people?	I rarely have a quiet moment at work.	ambiguous	negative	pos	Neutral
1506	Did you listen to the new Taylor Swift album?	If playing it on repeat counts as listening.	conditional	negative	positive	Neutral
1507	Did you listen to the new Taylor Swift album?	My Spotify Wrapped is going to be obvious.	ambiguous	negative	positive	Neutral
1508	Are you still at the same job?	If showing up every Monday counts.	conditional	negative	positive	Neutral
1509	Are you still at the same job?	Thought about leaving, but I’m still hanging in there.	contrastive	negative	neg	N
1510	Are you still at the same job?	My desk hasn’t moved.	ambiguous	negative	pos	P 
1511	Do you like Chinese food?	If it comes with dumplings or noodles.	conditional	negative	pos	Neutral
1512	Do you like Chinese food?	I am Chinese.	ambiguous	negative	positive	Neutral
1513	Are you a vegetarian?	If it doesn’t have a face, it’s probably on my plate.	conditional	negative	neg	N
1514	Are you a vegetarian?	My fridge hasn’t seen meat in years.	sarcastic	negative	pos	P 
1515	Do you like humor?	Who doesn’t enjoy a good laugh that makes your stomach hurt?	sarcastic	negative	pos	P 
1516	Do you like humor?	I quote comedians more than philosophers.	ambiguous	negative	pos	P 
1517	Can you show proof of income?	My printer is tired from all the paperwork I’ve had to print lately.	sarcastic	negative	neg	Neutral
1518	Can you show proof of income?	I may not enjoy paperwork, but I’ve kept everything organized.	contrastive	negative	pos	Neutral
1519	Can you show proof of income?	Which month do you want to see?	ambiguous	negative	positive	Neutral
1520	Hasn't time flown by?	If I blinked, I must’ve missed half the year.	conditional	negative	positive	P 
1521	Hasn't time flown by?	Wasn’t it January like five minutes ago?	sarcastic	negative	neg	N
1522	Hasn't time flown by?	Some weeks drag on, but somehow the months just vanish.	contrastive	negative	positive	P 
1523	Hasn't time flown by?	My calendar didn’t see it coming.	ambiguous	negative	neg	Neutral
