id	question	answer	type	predicted_label_1	predicted_label_mistral
1361	Have you been bowling before?	I dream I could get a bowling club.	sarcastic	negative	contrastive
1362	Do you plan to move there someday?	When I could get a car first.	sarcastic	negative	conditional
1363	Do you plan to move there someday?	The older I get, the more I would want to.	contrastive	negative	unclassified
1364	Do you plan to move there someday?	I am going to talk it with my family.	ambiguous	negative	conditional
1365	Have you watched Disney movies?	If childhood counts.	conditional	negative	unclassified
1366	Have you watched Disney movies?	I still sing the songs in the shower.	sarcastic	negative	unclassified
1367	Do you want something sweet?	Let me finish my dish first.	ambiguous	negative	conditional
1368	Are you in the mood for burgers?	If I could have double the pickles.	conditional	negative	unclassified
1369	Are you in the mood for burgers?	Mit onion tastes better than only with pickles.	contrastive	negative	unclassified
1370	Are you in the mood for burgers?	I can't decide between steak burgers and mushroom .	ambiguous	negative	unclassified
1371	Do you read biographies?	If learning about other people’s mistakes counts as reading.	conditional	negative	unclassified
1372	Do you read biographies?	Nothing like relaxing with 500 pages of someone else’s life.	sarcastic	negative	sarcastic
1373	Are you employed?	If endless Zoom calls and Slack messages count.	conditional	negative	conditional
1374	Are you employed?	I’ve survived another round of layoffs.	sarcastic	negative	conditional
1375	Are you employed?	I am considering changing jobs.	contrastive	negative	conditional
1376	Are you employed?	My job isn't too great.	ambiguous	negative	conditional
1377	Do you want to enjoy the high end lifestyle?	If someone else is paying for it.	conditional	negative	unclassified
1378	Is it in a good location?	If “close to everything” counts.	conditional	negative	unclassified
1379	Is it in a good location?	Quieter than the last one.	contrastive	negative	unclassified
1380	Have a nice house yet?	We just bought one down the road from here.	ambiguous	negative	conditional
1381	Do you hear about our friend John's marriage?	if you mean the surprise wedding in Vegas last weekend.	conditional	negative	unclassified
1382	Do you hear about our friend John's marriage?	I thought everyone knows that.	sarcastic	negative	contrastive
1383	Do you hear about our friend John's marriage?	But I still can't believe he settled down before Mike did.	contrastive	negative	unclassified
1384	Do you like to party a lot?	If the music’s good and I don’t have to wake up early.	conditional	negative	conditional
1385	Do you like to party a lot?	My shoes are still recovering from the last one.	sarcastic	negative	contrastive
1386	Do you like to party a lot?	Depends on the crowd, I guess.	ambiguous	negative	conditional
1387	Was your week okay?	If nothing going catastrophically wrong is considered okay.	conditional	negative	unclassified
1388	Was your week okay?	I didn’t quit my job.	ambiguous	negative	contrastive
1389	Are you in the mood for something sweet?	If it involves chocolate.	conditional	negative	unclassified
1390	Are you in the mood for something sweet?	Only if sugar is still legal.	sarcastic	negative	unclassified
1391	Are you in the mood for something sweet?	It's better than another salad.	contrastive	negative	contrastive
1392	Are you in the mood for something sweet?	I can only eat a bit chocolate.	ambiguous	negative	unclassified
1393	Are you single?	If I accept my ex-boyfriend's proposal then no.	conditional	negative	conditional
1394	Are you single?	Me and my imaginary boyfriend just broke up.	sarcastic	negative	sarcastic
1395	Are you single?	I’ve got my dog and cat to keep me company.	ambiguous	negative	contrastive
1396	Do you mind seafood?	If it’s on the table, I’ll probably pass.	conditional	negative	unclassified
1397	Do you mind seafood?	Only when I want to ruin my day.	sarcastic	negative	sarcastic
1398	Do you mind seafood?	I’m fine with most food, but seafood’s not really my thing.	contrastive	negative	conditional
1399	Do you mind seafood?	I don’t go looking for it on menus.	ambiguous	negative	unclassified
1400	Could you go for a salad?	If it comes with some grilled chicken on top.	conditional	negative	unclassified
1401	Are you busy Saturday?	If I do not have to go to work then no.	conditional	negative	unclassified
1402	Are you busy Saturday?	Saturday is also workday for me.	sarcastic	negative	unclassified
1403	Are you busy Saturday?	Not busier than Friday but still lots of work to be done.	contrastive	negative	conditional
1404	Are you busy Saturday?	I have to cancel my massage appointment on Saturday.	ambiguous	negative	unclassified
1405	Do you paint?	Only every time I feel like turning my living room into a disaster zone.	sarcastic	negative	conditional
1406	Do you mind heights?	If there's no railing, you won’t catch me near the edge.	conditional	negative	conditional
1407	Do you mind heights?	I get dizzy watching birds fly.	sarcastic	negative	unclassified
1408	Do you mind heights?	I’m fine underground.	contrastive	negative	contrastive
1409	Do you mind heights?	Heights and I have never quite gotten along.	ambiguous	negative	contrastive
1410	would you prefer something already made?	If it’s something you’ve made before.	conditional	negative	unclassified
1411	would you prefer something already made?	Why do the work when you can just enjoy the outcome?	sarcastic	negative	contrastive
1412	would you prefer something already made?	I used to cook a lot, but today something pre-made sounds not bad.	contrastive	negative	unclassified
1413	would you prefer something already made?	When I am busy I always choose that.	ambiguous	negative	unclassified
1414	Do you like rice?	If it's cooked.	conditional	negative	conditional
1415	Are you more of a homebody?	If there’s a cozy blanket, good food, and Wi-Fi, then yeah, I might never leave the house.	conditional	negative	conditional
1416	Are you more of a homebody?	The outside world is just so overrated, why go out when you’ve got a couch and existential dread?	sarcastic	negative	sarcastic
1417	Are you more of a homebody?	My sofa feels like the universe.	ambiguous	negative	contrastive
1418	Do you want fast food?	If it's from that new burger place.	conditional	negative	conditional
1419	Do you want fast food?	I'm addicted to fast food.	sarcastic	negative	unclassified
1420	Do you want fast food?	I was thinking of cooking, but fast food does sound tempting.	contrastive	negative	conditional
1421	Do you want fast food?	I am going to go to McDonald's.	ambiguous	negative	unclassified
1422	Is Mexican food too spicy for you?	If I had a glass of milk nearby, I might survive the first bite.	conditional	negative	conditional
1423	Is Mexican food too spicy for you?	Just a tiny bite and my tongue thinks it's on vacation in a volcano.	sarcastic	negative	sarcastic
1424	Is Mexican food too spicy for you?	I can only handle ketchup.	contrastive	negative	contrastive
1425	Is Mexican food too spicy for you?	Where could I get a no spicy food?	ambiguous	negative	contrastive
1426	Are your hours flexible?	My calendar’s practically made of rubber.	sarcastic	negative	contrastive
1427	Are your hours flexible?	I don’t live by the clock.	ambiguous	negative	contrastive
1428	Is it too expensive?	If I skipped eating out for a month, maybe I could afford it.	conditional	negative	conditional
1429	Is it too expensive?	Only if you think selling a kidney is a reasonable option.	sarcastic	negative	sarcastic
1430	Is it too expensive?	My wallet cried a little.	ambiguous	negative	sarcastic
1431	Have you ever try Asian food?	If sushi counts.	conditional	negative	conditional
1432	Have you ever try Asian food?	More often than I eat Western food, actually.	contrastive	negative	unclassified
1433	Do you need any help with your resume?	If you have a few minutes.	conditional	negative	unclassified
1434	Do you need any help with your resume?	Unless employers love chaos, I probably do.	sarcastic	negative	conditional
1435	Do you need any help with your resume?	The layout could really use a second pair of eyes.	contrastive	negative	contrastive
1436	Do you need any help with your resume?	I just do not want to bother you.	ambiguous	negative	contrastive
1437	Have you ever tried deer?	If campfire dinners count.	conditional	negative	conditional
1438	Have you ever tried deer?	Compared to elk, it’s actually a bit milder.	contrastive	negative	unclassified
1439	Have you ever tried deer?	I thought it was horsemeat!	ambiguous	negative	sarcastic
1440	Is this your child?	If the messy hair and loud voice didn’t give it away.	conditional	negative	contrastive
1441	Is this your child?	Who else would climb trees in dress shoes?	sarcastic	negative	contrastive
1442	Enjoy reading books that make you laugh?	I’ll take witty dialogue over dramatic monologues any day.	contrastive	negative	contrastive
1443	Enjoy reading books that make you laugh?	My bookshelf isn’t exactly serious.	ambiguous	negative	contrastive
1444	Is it close to a subway station?	If you take two steps outside, you might trip onto the platform.	conditional	negative	conditional
1445	Can you do latin dances?	If there’s good music and a little space.	conditional	negative	conditional
1446	Can you do latin dances?	My hips have a mind of their own of music.	sarcastic	negative	contrastive
1447	Are you outgoing?	Shy? Only when I’m asleep.	sarcastic	negative	sarcastic
1448	Are you outgoing?	Silence isn’t really my thing.	ambiguous	negative	contrastive
1449	Do you mind crowds?	If I can find a quiet corner, I’ll survive.	conditional	negative	unclassified
1450	Do you mind crowds?	Only when I’m trying to breathe.	sarcastic	negative	unclassified
1451	Do you mind crowds?	I don’t exactly thrive in stampedes.	ambiguous	negative	unclassified
1452	Is the building a high-rise?	If the elevator ride takes longer than your morning coffee.	conditional	negative	conditional
1453	Is the building a high-rise?	Let’s just say the clouds feel like neighbors.	sarcastic	negative	sarcastic
1454	Have you ever lived in a big city?	If rush hour traffic and 24/7 noise count.	conditional	negative	unclassified
1455	Have you ever lived in a big city?	I used to think sirens were a lullaby.	sarcastic	negative	sarcastic
1456	Have you ever lived in a big city?	After spending years in the city, the countryside feels like another planet.	contrastive	negative	unclassified
1457	Are you allergic to seafood?	If I want to avoid a trip to the ER, I steer clear of it.	conditional	negative	conditional
1458	Are you allergic to seafood?	Only if hives and panic are part of the meal.	sarcastic	negative	conditional
1459	Are you allergic to seafood?	I’m fine with most foods, but seafood and I don’t get along.	contrastive	negative	conditional
1460	Are you allergic to seafood?	It doesn’t sit well with me at all.	ambiguous	negative	unclassified
1461	Have you travelled internationally?	If airport security stamps count as souvenirs.	conditional	negative	conditional
1462	Have you travelled internationally?	My passport gets more action than my gym membership.	sarcastic	negative	sarcastic
1463	Have you travelled internationally?	I’ve spent more time in duty-free shops than in local malls.	contrastive	negative	contrastive
1464	I am so bored, wanna go have some fun?	Do I look like I have better plans?	sarcastic	negative	contrastive
1465	I am so bored, wanna go have some fun?	Sitting here isn’t doing me any favors.	contrastive	negative	unclassified
1466	I am so bored, wanna go have some fun?	My boredom is begging for it.	ambiguous	negative	contrastive
1467	Do you like truffle oil?	If it’s drizzled on fries or pasta.	conditional	negative	conditional
1468	Do you like truffle oil?	It never lasts long in my kitchen.	ambiguous	negative	conditional
1469	Do you like parks?	Who doesn’t love a place where squirrels outnumber people?	sarcastic	negative	contrastive
1470	Do you like parks?	Between traffic noise and birds chirping, I’ll take the birds.	contrastive	negative	contrastive
1471	Have you eaten at McDonald's?	If late-night cravings count, then more than once.	conditional	negative	conditional
1472	Have you eaten at McDonald's?	What kind of childhood skips McDonald’s?	sarcastic	negative	contrastive
1473	Have you eaten at McDonald's?	I’ve had fancier meals, but few as iconic.	contrastive	negative	contrastive
1474	Have you eaten at McDonald's?	I can still sing the jingle.	ambiguous	negative	unclassified
1475	Are you a foodie?	If taking pictures of my meals counts.	conditional	negative	conditional
1476	Are you a foodie?	My stomach has a better memory than I do.	sarcastic	negative	contrastive
1477	Are you a foodie?	My travel plans usually start with restaurant reviews.	ambiguous	negative	unclassified
1478	Do you remember an umbrella?	I forgot my keys but not the umbrella.	contrastive	negative	unclassified
1479	Do you remember an umbrella?	My bag is poking people for a reason.	ambiguous	negative	sarcastic
1480	Would you like to see a movie?	If there’s popcorn involved.	conditional	negative	conditional
1481	Would you like to see a movie?	Only if it means escaping real life for two hours.	sarcastic	negative	contrastive
1482	Have you been to Barton Springs?	If jumping into freezing water counts as fun.	conditional	negative	conditional
1483	Have you been to Barton Springs?	My toes still remember how cold it was.	sarcastic	negative	contrastive
1484	Have you been to Barton Springs?	I will show you some photos on my phone.	ambiguous	negative	conditional
1485	Are you gluten intolerant?	If I want to feel normal the next day, I avoid it like the plague.	conditional	negative	conditional
1486	Are you gluten intolerant?	Bread and I had a messy breakup.	sarcastic	negative	contrastive
1487	Are you gluten intolerant?	I used to love pasta, but now it doesn’t love me back.	contrastive	negative	contrastive
1488	Are you gluten intolerant?	We are the enemy.	ambiguous	negative	sarcastic
1489	Do you spend a lot on food?	My bank thinks I’m feeding five people.	sarcastic	negative	sarcastic
1490	Do you spend a lot on food?	My receipts could probably tell a whole restaurant review.	ambiguous	negative	unclassified
1491	Have you told anyone else that you are thinking?	If close friends count.	conditional	negative	unclassified
1492	Have you told anyone else that you are thinking?	It’s not exactly a state secret.	sarcastic	negative	contrastive
1493	Have you told anyone else that you are thinking?	I haven’t made it public, but I’ve talked to a couple of people.	contrastive	negative	unclassified
1494	Have you told anyone else that you are thinking?	It hasn’t been only in my head.	ambiguous	negative	unclassified
1495	Let's go swimming?	If the water’s not freezing.	conditional	negative	unclassified
1496	Let's go swimming?	I’ve already packed my towel.	ambiguous	negative	unclassified
1497	Did you already book a hotel?	Flights were a mess, but at least the hotel’s sorted.	contrastive	negative	contrastive
1498	Do you like heavy metal?	If it’s loud and fast, chances are it’s already on my playlist.	conditional	negative	conditional
1499	Do you like heavy metal?	Only as much as my neighbors hate it.	sarcastic	negative	conditional
1500	Do you like heavy metal?	I enjoy classical too, but nothing gets the energy up like metal.	contrastive	negative	conditional
1501	Do you like heavy metal?	My headphones have been through a lot.	ambiguous	negative	ambiguous
1502	Do you work with people?	If meetings, emails, and team chats count.	conditional	negative	conditional
1503	Do you work with people?	All day, every day — sometimes I even talk in my sleep.	sarcastic	negative	contrastive
1504	Do you work with people?	It’s not a solo job, so collaboration is pretty much constant.	contrastive	negative	conditional
1505	Do you work with people?	I rarely have a quiet moment at work.	ambiguous	negative	unclassified
1506	Did you listen to the new Taylor Swift album?	If playing it on repeat counts as listening.	conditional	negative	unclassified
1507	Did you listen to the new Taylor Swift album?	My Spotify Wrapped is going to be obvious.	ambiguous	negative	contrastive
1508	Are you still at the same job?	If showing up every Monday counts.	conditional	negative	conditional
1509	Are you still at the same job?	Thought about leaving, but I’m still hanging in there.	contrastive	negative	conditional
1510	Are you still at the same job?	My desk hasn’t moved.	ambiguous	negative	contrastive
1511	Do you like Chinese food?	If it comes with dumplings or noodles.	conditional	negative	conditional
1512	Do you like Chinese food?	I am Chinese.	ambiguous	negative	unclassified
1513	Are you a vegetarian?	If it doesn’t have a face, it’s probably on my plate.	conditional	negative	conditional
1514	Are you a vegetarian?	My fridge hasn’t seen meat in years.	sarcastic	negative	contrastive
1515	Do you like humor?	Who doesn’t enjoy a good laugh that makes your stomach hurt?	sarcastic	negative	contrastive
1516	Do you like humor?	I quote comedians more than philosophers.	ambiguous	negative	contrastive
1517	Can you show proof of income?	My printer is tired from all the paperwork I’ve had to print lately.	sarcastic	negative	sarcastic
1518	Can you show proof of income?	I may not enjoy paperwork, but I’ve kept everything organized.	contrastive	negative	conditional
1519	Can you show proof of income?	Which month do you want to see?	ambiguous	negative	conditional
1520	Hasn't time flown by?	If I blinked, I must’ve missed half the year.	conditional	negative	unclassified
1521	Hasn't time flown by?	Wasn’t it January like five minutes ago?	sarcastic	negative	contrastive
1522	Hasn't time flown by?	Some weeks drag on, but somehow the months just vanish.	contrastive	negative	unclassified
1523	Hasn't time flown by?	My calendar didn’t see it coming.	ambiguous	negative	contrastive
